source,destination,gooseid,time,stNum,sqNum,gooseboolean,goosebitstring,label
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58350,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58351,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58352,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58353,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58354,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58355,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58356,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58357,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58358,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58359,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58360,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58361,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58362,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58363,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58364,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",1814,58365,0,0,0
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
b4:b1:5a:0a:b4:ef,01:0c:cd:01:00:09,SIP/VI3p1_27Undervoltage1/LLN0/Control_DataSet,"Dec  6, 2022 13:51:12.049558103 UTC",160,500,0,0,1
